ID,Target
JTuyMHsDGMBgYSh2,doe hereby convenant and agree to and with the said Philip and W^m their heires and assignes
9mx4CCCsfQtLcxEf,adm^rs of the pty deced and not to be hidged without his owne
ptuXstzPGsZ5p9Wl,Appearer or any one with him concerned for
kDa9U4UqGWlG6g3O,"and for ever Defend by these presents In Witness whereof,"
iyP13zd4RJ63A8LB,peceably and quietly have hold possesse and enjoy th
0x7CLKlC5bF8QKw4,& layd out for the manadging of the sd land now or wch hereafter shall
tdtUA4VWyJj8hjfv,to warrant & defend the sd Twelve acres of land & evy pte &pcell
Yy1NKXy9jbHmOrFK,"hand seale the 24"" day of May Ano Dm 1643 in the psence of"
Kz5iJqbDZBRPQLZv,and noe bills of Exchange sent ^ for England as aforesaid then and in such case the
yaIYUvtI18f8236J,hold occupy possess & enjoy ye above bgained primsses & every pt
ZmicBfRBm0Oj1Mqu,witness whereof I have hereunto sett my hand and seale this two and twentieth day of
H7hBCkmIzBvQAc7z,"Shall Erect upon the plantacon as aforesaid, Shall be appra "
18fCCrK19SfhXEBC,To all Christian people to whome these p^rsent shall
UkcAGg0uuJOmNn7I,& by their pnts granting unto his sd attorney full power Comission & Lawful
GEondblFO0ypTiZD,"being hereunto had more fully appeareth, Now"
ZyrsKODZ6sEaTdai,Sugar is to be recovered against him or any one with him concerned
zOYUxc4wvhKgQ0VZ,hereby given granted bargained ~ and sould aliened
nWx0gk0IqY3Jny2M,"or any other claimes or incumbrances whatsoever,"
Ju8y4IxbU9BWyr9G,do Save harmless and indemnify the Said Richard Downe
fmUhGrx6AbvN91No,ye Church land west upon ye plantation of Phillipp
SRrsPVIZrAm2elis,pounds of cotton bee fully and compleately satisfied according to the true intent
qsATscp6vbC72AM7,James Caust. present and witnesses to ye sealing
uqRuAzZCBzq6drFU,Inter 13^0 die To all Xpian people to whome theis prsents shall come wee
LVSjwPTLdYBSZFDh,"from the true and Lawfull right and possion, of all and every the"
1xbuBYyuJJVmZnNG,and serve the aforesaid plantacon free from all former bargaines grantes
Gk4RVw5UbHuvLlvY,with all the said Negroes in the said list specified vnto the said Richard Barrett
VcHSghViBX2b8c8m,be in the yeare of Our Lord God one Thousand Six hundred forty Eight
mDcut1Oit1ufRONd,Skinner for the full time of four years from ye day of her
kPAzLmp1weo98ri5,Esqr. in hand paid and satisfied of and from all which I doe by these ~
txyZ63mYz3ENGGRZ,yeare one thousand Six hundred & Ninety and Six one
WVTqEoaOJblHk8gn,utensills and Implements More perticullerly
UQdAdYYp7KH2edCK,administrs and assignes and for every of them
k1Iz3TosZk6xvAnJ,23^o die July To all Christian people to whome these presents shall come
vAV1au3Dfi1gMHJX,oweing comeing or belonginge all such manner of dues debts or demands
yDtDsyJMEeviTEmj,claymeinge or pretendinge to have any interest thereunto In witness whereof
C5akFGsEmttD1KYm,All And all manner of any other fformer gifts
yNyf3Tp0zc7DFj5F,day of Jan: 1710. .11 _ _ _ _ _ _ _ _ _ _ _ Tho: Beckles
GDAdNAC8oCkxcdKp,"bargained Sold, aliened enfeoffed & Confirmed, And"
uW1HmbRaOUpoS4wt,bound Tho Richold & Tho Doughtie their sevall heires exrs and assignes or either of
Qkew66HYhHK6FUaR,hold stuffe & all other the aforesd prmisses wth the appurtenances
gxa2gi146XRXUo6v,Woolfe his heyres and Assignes from the six a
k2lhljsl9WZCB94E,of money goods wares merchandizes effects debts dues and demands as
R6HfPQBGxbxtl8nv,Symon of the Island aforesaid planters their excers or assignes according to the tenor and
NtrVjAYSfIr20vun,or by reason of the said Tempest and Storme
4B4Tehj47iYmmIyS,services of two men all swine & ffowles one Iron pott and skellett one chest
bTSw8KKjK8m1Z4FI,W^m Jarris and Capt Edmund Read or one of them their exers admistrs or assignes shall
QtaVFLNiZRVfy4rw,of them I farther for my Selfe or any other parson or persons whatsoever
ppPtLf6Se3thvkbI,twenty five acres or thereabouts and bounded with the land of Lieut Wm Pead &
AzGee4nn9NEm7BCb,Lord God Everlasting Know ye that I John Smith aforesd for
G7WoVUJi8mFdQVIr,"Sold, aliened, infeoffed and, Confirmed,"
gLJpzK5eYuCnRDBX,Island Merchant for diverse good causes and more especially
aSv0h3BSiEeoyfUZ,Knowe all men by these pnts that I Shymon Broughton of this Island of Barbados planter
PFgjIXBnNPg6CTqg,said Allexander Mullins his heirs Executors administrators or assignes for ever
zWnpQsPPRVkFkbm3,or factors and all others therin concerned for all wrongs preducies
NEgQ2WPxx6RCNmkX,and release ye said Margarett Harrison her heires
Fru1svJKiK2FYv5R,assignes for ever without the lett trouble eviccon expulsion or interruption of me the
8Vj3aw5va4nWnadb,whereof I have hereunto set my hand & seale this Twentie & eight
Wuo90X5U6WqtyUc4,other pte Witnesseth that the aforesd Major Fortesque for & in ~
MPLhZwrZY1dZlRDn,God of England Scotland France and Ireland Kinge
KWroX7LP6rrZgdYT,enfeoffe bargaine assigne sell and sett over -
0Z68C7q1B4zB0jfw,& confirm & by these pnts do give grant bargain alien sell enfeoffe
1r1HsYsEMpBUYQwA,writeing shall come Capt: Humphery Waterman of this -
hyCu2yCDcclJQ3Xt,doe give grant bargaine and sell unto the Capt James Fulter all that plantacon
VTISw0JTAOeUHHGf,& Company to pay unto ye sd Mr Peter Kinge or his
LJ1X9U8YCkrZOuJf,in maner and fforme as heareafter particularly on each of thei
h945WWsACupQBhlD,east upon tenne acres w^ch the said Abraham Studd reserve for his brother
vVaj1wCJFcRV0ZMc,them and every of them with theire and eve
GViYjblidreaAs5K,whatsoever in the name and the way of possession o
MBfj9Lon0ieWmrKw,hill two have and to hold the said land to him the
Juja4QeoXylzQdGY,thereon now being or that shall be thereon built dureing the sayde
BdQlRbOM6mfoE6JI,and either of their and their heires the said platation or parcell of Lan
qxxJJ7ZqwbAhw3R9,Wood and purchasee from all manner of clayme title and interest wch I now have or
hYoADSs2yfBgB0au,"in hand sec:uid  have given granted, bargain:^d"
SROatAQgQHrNMSiA,and assignes untill the full end and terme of fourescore and nyneteene yeares to be
KbuUYQ8wcMwE6KjG,Monday to-- now is ouer England Scotland & ffrance & Ireland
KFflEKofOcIj4ykP,and void to all Intents and purposses in
wfnyGrcus1gTyQvk,Richard Clough or his Assignes five pound
QyExylDxWqvR0qao,published And from and Imediately after the Expira
IFTKtE0bxvRhALtY,in my behalfe Alsoe to sell Carter and dispose of my said goods Either for cotton tobacco
z0QbEkIoiVzYZ2Is,prmisses wth the apptnes unto ye sd Nath : Ling his heires Exrs Admrs & ass freely
GNSWseeItON6g9oP,excepted untill such tyme the aforesaid twentie one thousand pounds
cklXe5xX08t40pNc,done by the said Richard Seawell his Executors administrators or
xG4FDgZUEW1u6nxu,Radford and Aurthur Hackett and foure thousand pounds of cotton to be paid by the first
1Zs6KlbsKMnbT9As,and Imadiatly after her Decease then to the Only use
hYRAqHUaC812iOCO,alien infeoffe & confirme unto Howell Williams & Richard Meere of Barbados
GAg3RfvBZ4R1YXWk,These presents the receipt whereof the said Jane: Henry
hLiEFJJUWvhNZcY1,thirteenth day of September in ye yeare of our Lord one thousand sixe
kY87HT8iCX75AFEY,to me in hand allready paid have bargained
G8d6QxzjT2Bxyxas,Purdey to pay all his dues and duties dureing the send terme of tyme to church
gkYlJzGvQkIMC7w5,& Jo^n Grannte  Deft Capt Woodhouse was in peaceable possession of his plantacon
iU8taeqTJQtn7UNM,freely and absolutely give grante bargaine aliene sell enfeoffe assigne
kgTfIMAQHs5skPsy,at this Island of Barbados on the sixth day of December last past
17MomXxIoWG0tmR1,Tho : Hothersall & Captn: John Higinbotham to Impawell a
VFwAvCFLKZ2dyhG5,of Land together with the Said thirty men and
bKBlwI3HRwCBTBMq,for the compleetion abovesaid doe covenant promise agree acknowledge
z2i2sdx5J9daTJ0w,W^m that he ye sd W^m Hargrave his heires Exrs admrs & ass shall & may lawfully
8Sb22Q4tnHMGmVzs,whereon I now live with all the stocke being upon the same To have possesse and enjoye
3LT3xp7el36dcHXv,of Land or Ground and all houses Ediffices and
2DvJXNMETQxTChgW,Seizin and possession of the within bargaind premises Given and delivered according
VE514TqfK57aRAzM,the said Thomas Barre the Sume of one hundred pounds Sterling
BjpHAKRYlklfN3yN,and every part hereof be not paid at the day appointed that then it shall bee lawfull for the
TWcUdm9Ie0q3ymqi,By this public act and Instrument of protest be it Known &
5JewYPldGL3Rwih2,"belonging or in any wise apperteyneing, To have and to hold the sai"
pmtDslqAnPgbtoQC,demand of him the said M^r Thomas Lane ffor the pformance of all &
WBgZGXZznkmNOEXL,London legally sworne and amitted and that unto such acts instruments
6rlLBO0FfEwAvuQg,To all christian people to whome thus present writing shall come I Robert Lee of the island of
4IKJm3QZcvEtQ0IJ,specialty of ye same date for ye paymt: of ye sume of two hundred
jHZaupCAWtixvZbE,whereof ye said Nicholas Rice ~~~~~ and Marcus Rice have
ZSUU75O17YylVFGP,in the yeare of our Lord 1673: Duly proved & recorded in the
wBcF5JPplFsR5ZSJ,have hereunto sett my hand and seale the 9th ninth day of September
Kbh2SJ6piaxgfWke,to all intents construccons and purposes as the aforesaid act of this Island &
2D6vMD3J62nousGG,and manifest unto all Christian people that on the first day
BcbfnoGMbJmTPSIA,Enfeoffed and confirm & by to these presents give grant bargain
JlzbYfPICETEYNWw,had (More fully may Appeare) By w:^ch Letters Patents or Comis
RrjCwlnTc5RInCSd,Plantacon with the appurtenances to them the xl Capn Robt Page & Capn Willm
S2YPlHHC25tUevTL,"or any of them, or against his, their or any of them"
Pr1jVL1Oky1SswWz,to serve six sowes and one boare and six tene ghoatts thirtie
CblDL5T5m4DfquSP,estate without any lett suite molestacon or suite in lawe by us the said Hinkson
94cFv3adbzN2X5NR,Deeds And on the same Day John Brown & Thomas
AMEjNzwvy0hMlDBF,enfeoffe confirme and sell unto M^r Anthony Lane his heires
IYhLlV7atXIEFcBF,thousand pounds of Tobaccoe to me by William Whittaker and Neale
M9PQGXznlhcyZgV7,fourteenth day February last past before the date of these ye presents
tgFBS1wtAgZqggPX,and Contented Have given granted bargained and Sold
RPZSqNEm9prJto8t,9 bris 1647 ye That I Nicholas Foster of this Island of Barbados Gent doe for a valuable
FEVA71vTB460g0kS,and the goods and chattels menconed as aforesaid unto the said Barnaby Martin
bcqSpAqCxHtAA5Zr,longing to the three houses with and singular all ye
sC2ZI1VF9gxPvVom,purchased of him the said Daniell Dike Butting & bounding
McI7v5XugcFOStUb,Thomas Steeve and leeward of the land of John Fynear To have and to
scTZGPheD0mbRyKY,the ninth of July last part betweene the said
UTTiFe7eijgHk8Tp,effect for the purposes aforesaid And we doe humbly also certifye that
H2hsfWkrC5Gj1Bf8,be paid unto Samuell Farrer of the same island planter to his heires exers and assgnes the
ncdjV2fbQjVZ8D8n,before and acknowledged this bill of sale to be his
0Ygydx9Jb8eKFQY3,the same to bee hold on in free and comon Soccage yeilding
KU77yZ2bLhbiDB6Y,"written, quiet and peaceable possession State"
IUKKNzkyMDYaHoIB,Carlile was likewise for want of due informacon omitted in the said
MNmDgita8zv1NyZ3,This bill bindeth mee David Lane my heires excrs or assignes in the penall summe of two
eiYnMIfIKoNDPOZk,well and sufficiently warranted and defended
Wx97WLWmyZa7hLXs,"by Certaine Articles of agreement Indented had made and agreed upon, -"
tyandiRngieFHhCY,and assignes for Ever; all that p:cell of Land or Ground
xIhJiUhFUFqGC8sF,his wife the two Children are nott yett named.
VcLTK0mvUToRIOYE,valuable consideracon already by me Edward Vaughan recd  doe give freely my moyetye
iG2METPxl2yFEikm,Tobias Kidd Henry (Barrett) and Edward (Finch) thier heires exers administrs and
mh9qL38iGOLALgHR,Johns was gonn to Spights Bay to see if
WaRyvzKsjCPAOmJa,the Island of Barbados aforesaid planter Deceas
BUe23HdIqp5HH4ey,and did Acknowledge this as theire Voluntary
fnkzgge74EJdbXzH,and sell unto the said George Milles twenty acres of land or there aboutes fallen
Sb3ZUbfukWVZOLff,Hunton Southward bounding of the plantacon of M^R Sutton eastward and
HHNyyLNTFjF92S7o,grace of God of England Scotland France and Ireland King defender of
iq3B7MtOEAT8kLmz,C.P. Sinckler and Vallentine Willdegos
YCLZJobTtWvDAjC3,Clarke Frances Boyce William Barnes and Left: Humphery
xMoMBukg200oIoua,seales this eight and seales this eighteenth day of December 1640
2WuwF8h57zBZol9G,heires Executors & Adm^rs & assignes forevr all yt tene
sEIaS7F8WEtaXBZs,day of October 1640 As both said bills more at large it doth and may appeare Have
PozUoS1fWwKlV8jX,due to the seamen that have navigated the said ship dureing
dK1N20oj1OVqDbCK,not Sworne before this 16^th of June 1659-
FpfJWaSUA8niwspP,Seaventy acres of land wth all tymber trees privledges comodities & advantages
WzfnjLtbzp8xElqD,John: Seddon; Barbados: . By His Excellency;
taRKyhVCdKLG8Cne,"was present when he owned that he was fully Loaden, as in my"
8fqY9qoaO0haZyfr,Rebecca in behalfe of himself & Company and Captn
sTrJhkocIpscOj84,Peters on ye Island of Barbados cont: by estimacon nynety acres of land or
CfUGhlXL85SIizAu,heires and assignes for xxx and discharged of and from all former bargaines sale
9CAkl2biUpQq8VSV,Edward Browne of the Island aforesaid planter by me the said Thomas Morgan before
cdnL2nqtNcDBME5k,neare the seaside windward and for the true pformance
Nqv4bpCZ0wrJ38cX,To all Christian People to whome these presents -
qRbdLkX6UWngKw77,"Wadden Have Given Granted, bargained sold and Confirm"
XVZP5lXyctlov3RL,forty and three to him ye s^d Adrian his heires executors administ^rs.
A0iS8DqvzBMJoRNO,wherewith I acknowledge myself fully satisfied and
S3AJk4kwHIvQ8H87,I James Thweat of the Island aforesaid plan
4tKNY2m9l4mgl1XZ,bargained Sold assigned & sett ov: and by these prsents doe bargaine
ZMTVZcaqGNytzQxi,the law being alwayes saved unto him when he shall improve the office of that
95JcLlqkGF7v4Dif,and incase the said negroes goods wares merchandizes effects and other things
WIrVADRlBqtRde3M,therein and thereby he left and bequeathed unto his Si
7K7gvzkqfRR6ulIW,ten acres or thereabouts lying in thomas pish at the spring betweene
aW5IagELHzETFJim,and concerning thereof the same i for myself and company doe hereby
A7McwOcQLyvzWJIW,claymeinge any right title or interest thereunto or any
CqIayzgeS658l5AY,In truth of ye above menconed particulars the said
FDefJQpT8CiE0r1k,Isld of Barbados Esquire Sendeth greeting in Or Ld God Everlasting now know
wT4VIBQqeDPI7ju8,Fran Smith John Edward Ellis Steele. 
svwSsbUP8rjhbaht,Scituate lyeing and being in the parish of S^tt
DXUacbe6LQd947cC,cleere from all manner of incumbrances whatsoever and the Said abraha
SgPLOWVf8Dy3v194,Parcell of Land qauntity Fourteen Acre one Rood and Thirty Peaches and one halfe
DbjyqbBiZYBayCsT,John Thomas one of the wittnesses to the within Lease personally appeared
FsT9ydZvj0Tn2U7Z,to bring him to an anchor in Speights Bay who imediatly acquainted the said
xhn3NVSh4HOrfGbw,doth hereby acknowledge and thereof and thereffrom acquitt
6SCbaQ2B5kpRNq8u,other quarter pte & ye sd Captn: Thomas Middleton of
rWglsEilo32D6jcC,penalty ^or forfeiture action suit pces execu 
y3xaKqzl3aEI4PuB,Knowe ye that the sd W^m Pead as well for & in
wVI1b4FQlb1dJOQb,have hereunto put my hand and seale this fifth day of
PGrsVzaCJNX1b1E1,February the Second 1662 appeared before mee L^t John Ham
AV1UUCv6WF5q3vhX,of their true & lawfull attorney Giveing & by theis pnts
bPsisEL3A9dObUdK,thereof and all other ye premisses with th'appurtenances
HP2oj8KXGCyZSJfP,"his heyres & Assignes, shall & Will Warrant, & for Ever"
PI50DgflUg697zXB,order the said Bill was drawn as also the said Reid and Collitors on whome
pw3M1tBJKvmODslv,other whatsoever. In Witness whereof the Parties to -
DNm9Sli1fLeWqpNT,To all xpian people to whome this present writing or deed of
WgOCLhfd6cyu42Se,and eight acres of land lyeing and being in ye pish of St Andrews over hills
ThfnPfGddjfVrMHd,and England the 9^th Day of November 1693
4fOk1KG0Pp8ZuHqs,William : Roseman South; Together withall messuages -
MmKKPPIlXswuRGFX,sd pcell of land & all other pfitts comodities & apptenances whatsoevr: to the sd
y6DBNH5E1ec1hsNt,"dowers, fines, Issues, Rent charges, or arreara"
OVXBQ6bnKlbO8vgs,Thirty seaven degrees or there abouts then arose on the same day of his
E8AKQyIb5POysx2T,other parte Wittnesseth that ye said Tho: Sandiford
wb0zaLRZ2Vv166Gc,come Thomas Ellicott of ye Island of Barbados Mar-
1HuW8bQ2bDjHGQL9,be done either in aresting inpleading dischargeing releasing or
LINLqDbASgDS22Pb,ye Ld of Geo Englesby Northwd wth all pffitts & comodityes
ToCVujlK1zVrHqOi,"Street upon the Lands hereto fore of Henry FFisher Dec^d upon Swan Street , And upon"
3j3qquw8Bvlnligt,afores:^d for the fourth part of the house as
xFHDluTxHSET9FEr,of rents dues duties taxes levies inposicions whatsoever hereto had suffered
MeR3pzh84KpLMcNf,Divers good Causes and Considerations them there unto
v8KlPPDOrfeAIaB7,and Martin Noell of London Esquire on the other part Whereas in
UaG2IBt0aAVFxWA2,determination of a certayne Demise and grant of a terme of years
90V8Dr7OIZN2X6B7,Copia Intr 3^o To all people to whom this prsent writinge shall come I Jarvis
Bwm4qZqlcdsjfRGB,and her heiers forever excepting what is before
18UjwtvDYnHEwEgC,pfitts commodities pvision & apptenances wtsoevr to the sd Twentye acres soe bounded _
7NDlyxiDUmOwrmvi,Barbados - I Thomas Addis of the Barbados planter for mee my heires exers admrs
lodqBAbdfiJpHjDf,aforesaid Mercht ye full & just quantity or sume of ten thousand
tpY19KLKjwD4a4LL,yearly in the Councell Roome in the said Island one Eare
EZAmggQBwBAD3UdR,heirs and Assigns doe free & acquitt the said Randolph
jsaIrEu3jHmwMLMt,and manifest unto all Christian people that upon the Seaventh
p9v1d0vHYp8eXMNC,of Aexse goods wares and merchandizes the said constituants have shipped and
bxiK3it8VaFZQ1wv,doe covenant prmiss and grant to and with Adam Morgan of the same Island for
r6MgBlq8FxvthgQa,Franknell and Henery Williamson for thesaid Thomas Sadler from the begining
o4sQFFYOzMwIEsgo,These presents bindeth me James Sillester of the aforesaid Island planter
mdWyeq36zbfFQqXf,"used, as alsoe Seuenty negroes Slaues beinge twenty"
Jb8UD8TnCZs1Se02,To all Xpian people to whome these pnts shall come greeting in our Lord God Everlasting
IoiXeRbPkMfAR40R,any of us sevally or respectively shall make date privdive or make
m5l4DakhAqWJT7EV,To all Christian people to whome this pesente writinge shall come I Peter
5mRM4WLOyqEFXhIm,were enterlyned before the ensealinge and delivery hereof in the
mYSNrdDP8aeyQrQ2,the said 24^th day of October did covenant to doe his best endeavor to utter well
j1RoXbmUVwHMXjK3,aforesaid bounding upon the lands of M^r John Wossam M^r William Sharpe
pROMG7Hq8r8jDJKw,made that such recovery shall be made good
5BwizSJpTshv505v,quietly have hold use occupie possesse and enjoye the said plantacon with
GpdWKDxZtlUXt36F,convenant and agree to & with the sd William Walton
z007TdpNyPWCai6W,and to Hould the said sixty acres of land with all the profitts
NBeJqqyP5kzDf8qR,premisses to him the said Thomas Warr his heires executors administrators &
GDeNTNsjvd3QvKiQ,Executo^rs Administrato^rs and Assignes by these psents that
YkA0wZ0PXB9vlKo6,sett theire hands and seales the day and yeare firs
paOW9IJ6AGqpaj45,pfitts & comodities thereupon or thereunto belonginge or any wayes
Cq6Gl8Soa3X8cKTC,and appointed Executors in Trust for; And the said Edmond
TBQu96WK3Sla3Yk9,of St Peters in the aforesd Island & buting and bounding upon Anthony
JiWKnJ0vqSO6cOQt,"South, on the Lands of Cap:^t John Booke, And West,"
ltihQJSWoGu4qxZW,"A Schedule or list of the Negroes, horses, mares, and Cattle, which"
m0y9JGPFARFAT1CF,hereunto sett my hand and seale this seaven and twentieth day of November A^o Dm: 1640
5DCjjVWyA8b3iYuy,molestation trouble or hinderance of me the said Richard Isham or anie
HNaxXJWmBAJmsJjy,The thirteenth of Aug 1667 personally appeared before me the within
VcJyHWO9dmsCz4tX,had made or comytted by mee the said Robert Barker my heires or assignes forever
3ATzohB15YBNy1JE,Sd Hugh Perry & Abraham Symons or: heires Ex^rs Adm^rs
s0e1tG2uTDQlydkK,by the lands of William Batson of the south side by the lands of
6TGbOgWMsqjwJQ2V,unto Peter Leare of the aforesaid Island of Barbados also merchant
6LAuYAacY7O6X67o,Said Island by the request of Captaine Richard Barrett and m^r Richard Morris of the
tHwnSdDqHD8JeZmq,due and oweing to Crispin Hooper marchant now resid
yAQZHe95hQIl1iKY,Canary Streete fifty nine foote and a halfe and
Y3d8Lu1ROCbYLmqb,of his subject for paying the same that behalf being
hihszYmLXtYXCzlu,the parrish of S^t Thomas abulting east upon John Tanke south
gOSvNjpr6SBzuje2,"and Island above Said Send greeting, and Know yee that I the"
6Py4cvLdqDownu1j,sendeth greeting in our Lord God Everlasting
S40LubLi0Kf10HsG,may be suffered or sustayned for or by reason of
8S0r6JGJK7KjgcDw,the Island aforesd merchants my heires exers admistrs and assignes in the sume of
c0r4BZeEu2vgGJCb,Bill and the Debt therein menconed of Two thousand fyve hundred
t78qy0NnYKNTvpfZ,Ano Dom one thousand six hundred forty & seaven
slSDkKUM6bSsnGJO,of the Court of Comon Pleas hold for the precincts of S^t. Peters
DRrNfG3VubxS4I49,"wittingly or willingly suffered , or heareafter to bee"
VtAbbsulTf3i7HMM,the stock proffitts benefitts utensills necessaries and appurtenances
ua3sMSZQnj0AX3Bs,as are now standing growing or being upon the before bargained
GGwWCJCH6lY4H82a,God Euerlasting Know yee That the Said Edward :Yeamons
JOeej3h27a9peXXY,To all Xpian people to whom these prsents shall comeThomas Bennett of
ZaZibqkBkQaeN3PF,a certain bill of exchange charged by Mr Bent DaCosta upon Jahacob
HGUACxe3JvWF5gfB,any title or interest in or to the sd Ten acres of Land
Fv1ocC4AJ3g55alZ,bargained sold into John chapman and Gabriell Hughes both of the
6GcIhrbmnsT1bvcJ,Oath upon the holy Evangelists of almighty God that he did see ma
u9PpuDTEGJ2VUf6g,consideracon us especially moveing Have given granted alliened enfeoffed
7QaVlv0iRRxZZOQT,"for ever Lawfully, peaceably and quietly have, hold,"
Rjcz7IiK8PL5UqvX,of the Sume of five pounds Sterl: money to him in
2K5sgBY468TW4yCq,parties ye 3^rd of May 1654 Thomas Gibbes
whKg2IDhBi2IKCtC,"his or theire meanes, Actt, Consent, Title, Interest, privi"
FRIAx9BfMq4iv7wP,personally appeared in the Secretary office of this Island of Barbados
IUzcfFXz4SPEQ3HC,accepted & received by the best and missing text
OTYAxvEZLi2Xicpa,Charles the second by the grace of God of England Et King defender
LYB29huEpJvuVW63,acknowledge my selfe fully contented and paid and thereof and of
PdY5Y9pFyhpFOMeH,thereof with their and either of their appurtenances unto the said W^m Pead his heires
OSD7Ybmxq6DBy70Z,Two baggs spanish money in his trunke at the time
mM0ygbeDwNRbQ2cW,therefore unto Left: Coll: George Standfast ye quantity ~
DY1VIAVi8Malugvm,The two above described figures doe represented ( ) and bounces of two land all
uVFW8jJ27QOZCdmj,at Barbados severall peels and quantitye of goods amounting to a considerable
UqvpH9ZvPQBxpv9l,second of England Scotland France & Ireland Kinge defender
Pxm5ccCmaKwbQ7xP,wtsoever unto them the said Thomas Griffith and Anthony Sandiford and
KJd5sqATAxGLuiV4,To all Christian people to whom these pnts shall come
84S5jIc1xLJjBict,sons & also all such personal Estate which the said
3qzKr9H1X0sTU4gk,hereby granted erect build Sett up and bring upon the hereby
Mi2WTVI6qaXts0wY,together withall edificies buildings thereupon now beinge withall emolements
pRIf9rapdPFuu82M,and aldormen of y^e City of London have caused the Seale of y^e office of Majorasty of y^e same City
dB64zH7GewwVDhSu,this either publique Employm:^t he had in this Island then the others of
aO980ubOx3cZVuRC,of the said shipp the Johns adventure and her tacke furniture and apparrell
vVL7mV8hKxi2u9yK,other things and all and every such debts and debts sume and sumes of money
n4bMPSssn88eRkfY,heires Executo:^rs or Administrato^rs In Wittnes wherof
lKaiHjiSEWcdMZn3,and assignes forever without anie lett suite in law trouble interrupcon
9uFuM4Im0ZPm97MM,of the said thousand pounds of cotton both to be servant unto the said
A7VpyqAOavK4xuhS,Mason and Robert Chapham and on the Lands Late in the possesion of Symon
NOr4ncE2T6kZg5RG,Witnesseth that the said John ffrith as well for & in Consideracon
kXXVzJAwWnA5MruX,pounds of machantable tobaccoe for ye better pformance of the above said
L6cEawVQRWBMxTea,Stulo Anglis and in the twenteeth of yeare of
ScMutGShr2TKEO1n,and Sustained or shall be suffered or sustained by the said Appearer owners
NOvwLWkOlFRCy24q,Indian bridge at or upon the 30th day of July wch shall be in
FBY4HvubFGNy1CMn,binde myselfe execrs admistrs and assignes defende and keepe harmlesse
n7v7VU27ikHT1Eau,Bristoll mchant doe acknowledg myselfe truely Indebted & to pay or cause
xHo3ICOLBnm5s7zD,By this publique act and Instrument of protest be
2poSTDlcMrJrfVmU,Island aforesaid Gent by the last day of August next ensueinge this date
0F76zYMHFOoPemDL,acquited released & discharged of & from all & all manner of former
vQVynWmEcBM6vPg2,By this publique Act and Instruments of protest be it
AvDjGKYDjkyRKnsG,very desirous that the sd hundred pounds may be truely &
Zg0QfulBfV4cVxo8,Pete Braye and Tho Mayer unto the said Mayer his heires executors ~
itLBG9PWwtL4IXjj,appearer or the owners of the said ship the same to be recovered against him
5qQyslLM4GClqCUn,County of Devon in the Kingdome of England gents all and all mann^r of Accons
s8J7dnQVgBmzEHeD,assignes or some of the in shall and will at theire owne propper -
oCLrZ3aWZkSBvrjn,"Priveledges Commodities, rights, members, jurisdictions heredi-"
RUhF8H0w6kj7hfxU,of me William Sweete and Edward Applegate conteyeinge by estimacon
FTDi9TG3HhSnDEcV,menconed and exprssed in there several schedules or inventories unto ye sd -
D2Otui6F7SeX7MnB,Smith on or towards ye said eight ackres of land and likewise
qsTf9Bti8mTgywr5,moveing & more especially for a Satisfactory quantitye of goods
rdkMNdCUU9fBB3Lb,w^tsoever And wee the said Mathew Key and Henry Saint our heires and
PDj1S5WmTa5YGZgF,Island of Barbados before me Richard Noke Deputy Secretary of the said
XjbjE7dBhxNkEoJF,lyeinge and being in the pish of St. Lucie in the Island of Barbados
D7jUel63z88qRu8s,Barbardos Containing In Breadth Frosting to
Q3ak7HJZPfsfhi1I,upon the one & twentieth day of March 1650 scytuate lying and
MWkIu3u02RZtrRSS,afors^d Allexander Nicolls for diverse good causes & consideracons me hereunto
iZDQHJMu8W5CN0U5,trees lyeing groweing or fallen together with all profits and benefitts thereunto belonging or in any
c1xObXYvpF7zBB9Y,1647 Willm Whitaker of the Island Barbados Gent + Neale Gillaspay of
qiA3SF1GYZD399cT,This bill of sale is entered 3 leaves before.
vUAimd7mMDtq2bG6,the said Richard Fisher his heires executors & administrators &
zu7WyNEAqHCGsLBk,together wth all pfitts hereunto belonginge The sd John Hunt
1OZHPQTQ5gyStCdM,covenanted + agreed yt if it shall happen up any of the pties above written
4GtMFxyYwU7CISo1,"behoofe for Ever more, And that fraude Clearely and if"
4sUTy9A18RPVxYEZ,sale assignmente and others as shall be need full and required to receive the
WzsPgzrwcHyj4UT7,unto the said Laughlan Consadine his heires and assignes for ever
CSjP6sAfQduefc71,grant bargaine sell assure and confirme the same unto
EgRt7NnKRjukmXzY,thereunto belonginge To have and to hould the said twentie acres of land
AoMMqNv6MsamJKwu,South on ye land of Rich Yates together with all ye
gbEBZbLZO7v1qpgE,goods and chattells out of prison againe to deliver or cause to be delivered
BAd9u3XLGAYWCICr,Severall letters from George Cook Esq^r and Company and told him the
VLB5LzxoiGFfWd3h,Holdipp and their heirs at and upon the reasonable request
kepw0KAhGQnd0QDU,Godfrey Stansell for me my heires executors adminis -
JjQrbFo1Sop4oCPZ,Radford for diverse good causes and valluable consideracons me hereunto
GmFC4yErKMBfWBZx,effect there of and of all actions preceedings extmts and executions that sha
CMmUgt3PtqPMrZYZ,or half parte of such debts & sumes of money all Accons &
h5xekNhh6ArWFPNl,with the appurtenances without the lett Suite trouble Interruption Molestacon
